attribute_id,listing_id,bedrooms,bathrooms,floor_number,total_floors,year_built,is_rented,tenant_count,furnishing_status,metro_distance_km,parking_available,power_backup
10607,l01007,2,4,14,23,2010,False,0,unfurnished,1.39,False,True
10608,l01008,1,4,21,27,2015,False,0,semi-furnished,8.0,False,True
10609,l01009,2,1,17,40,2023,True,4,semi-furnished,5.49,False,True
10610,l01010,2,3,22,31,2009,True,3,unfurnished,4.18,True,False
10613,l01013,2,3,10,27,2002,False,0,semi-furnished,7.27,False,True
10614,l01014,5,2,0,19,2011,True,4,furnished,4.54,True,True
10615,l01015,4,3,12,26,2016,False,0,unfurnished,1.0,False,False
10616,l01016,4,4,6,33,2005,False,0,furnished,2.14,False,True
10617,l01017,4,2,12,28,2021,False,0,semi-furnished,2.52,False,True
10618,l01018,3,2,25,28,2006,True,1,semi-furnished,1.75,True,False
10619,l01019,4,1,8,22,2011,False,0,semi-furnished,3.77,False,True
10620,l01020,1,1,6,37,1998,True,2,unfurnished,4.67,False,True
10621,l01021,4,3,7,33,2016,False,0,semi-furnished,3.33,False,True
10622,l01022,4,4,8,13,2010,False,0,furnished,2.11,False,False
10623,l01023,3,3,14,19,2011,True,0,semi-furnished,7.33,True,False
10625,l01025,3,3,4,11,2010,False,0,unfurnished,1.39,True,True
10626,l01026,2,2,3,31,2015,True,3,furnished,6.58,False,False
10627,l01027,1,1,13,35,2013,True,0,unfurnished,2.17,False,True
10628,l01028,4,1,9,23,2005,False,0,semi-furnished,5.29,False,True
10632,l01032,3,3,7,32,1996,True,3,furnished,3.91,True,True
10633,l01033,2,4,12,22,1998,True,1,furnished,6.94,False,False
10635,l01035,1,4,6,33,1998,True,0,semi-furnished,3.28,False,False
10636,l01036,1,1,12,29,2005,True,3,unfurnished,5.59,False,False
10637,l01037,4,2,22,37,2016,False,0,furnished,6.58,False,True
10638,l01038,3,1,5,37,2003,False,0,unfurnished,2.03,True,False
10639,l01039,5,3,15,26,1997,False,0,unfurnished,1.01,False,False
10640,l01040,4,4,19,25,2020,True,1,semi-furnished,4.73,False,False
10641,l01041,1,4,11,18,2002,False,0,semi-furnished,6.5,True,False
10643,l01043,1,1,8,40,2017,True,3,unfurnished,1.69,False,True
10645,l01045,5,1,24,30,2009,False,0,semi-furnished,4.16,False,True
10646,l01046,2,1,5,33,2017,False,0,semi-furnished,0.61,True,False
10647,l01047,5,3,18,34,2006,False,0,semi-furnished,1.44,False,True
10648,l01048,5,1,5,25,2009,True,0,furnished,7.62,True,False
10649,l01049,3,4,13,38,2015,False,0,unfurnished,2.86,True,True
10650,l01050,1,4,8,30,1999,False,0,unfurnished,3.75,False,True
10651,l01051,1,4,20,37,2005,True,0,semi-furnished,0.49,False,False
10652,l01052,5,1,8,10,2005,True,0,furnished,6.88,False,True
10653,l01053,3,1,20,20,2023,True,1,unfurnished,4.18,False,False
10654,l01054,1,2,21,34,2006,False,0,furnished,5.78,False,False
10655,l01055,1,3,24,40,2016,True,4,furnished,4.23,True,False
10656,l01056,2,4,18,40,2008,True,1,unfurnished,3.53,True,True
10658,l01058,3,1,19,32,1999,True,3,semi-furnished,5.51,True,False
10659,l01059,3,3,11,27,2005,False,0,furnished,4.19,True,True
10660,l01060,1,2,11,20,2019,False,0,semi-furnished,1.11,True,False
10661,l01061,5,4,4,29,2012,False,0,semi-furnished,3.25,False,True
10662,l01062,5,1,6,24,2021,True,4,unfurnished,0.94,False,True
10663,l01063,2,3,9,14,1999,True,2,furnished,2.63,False,False
10666,l01066,2,2,1,8,2002,True,4,semi-furnished,3.64,True,False
10667,l01067,5,3,19,33,2013,True,3,unfurnished,6.58,False,False
10668,l01068,2,1,15,25,2003,True,3,furnished,4.43,True,False
10670,l01070,4,1,16,20,2013,False,0,semi-furnished,2.57,True,False
10673,l01073,4,1,2,18,2005,True,2,unfurnished,1.59,True,True
10674,l01074,5,1,12,34,2003,False,0,semi-furnished,7.17,True,True
10675,l01075,2,1,1,5,1999,False,0,unfurnished,3.26,False,False
10676,l01076,3,2,17,25,2016,True,3,furnished,3.69,True,True
10678,l01078,2,1,0,33,2003,True,1,semi-furnished,4.9,False,False
10682,l01082,4,1,3,18,2018,True,3,semi-furnished,4.1,False,False
10683,l01083,5,1,5,27,2011,False,0,unfurnished,5.15,False,False
10685,l01085,1,2,17,34,1996,True,1,unfurnished,6.01,False,True
10686,l01086,5,3,24,36,2006,False,0,unfurnished,4.42,True,False
10687,l01087,4,2,9,17,1998,True,4,semi-furnished,1.98,False,True
10688,l01088,2,3,8,36,2019,True,0,furnished,3.19,True,True
10689,l01089,3,2,3,20,2005,True,0,furnished,0.58,True,False
10691,l01091,2,3,4,31,1999,True,4,unfurnished,4.26,False,True
10692,l01092,5,3,5,11,2003,False,0,semi-furnished,1.57,False,False
10693,l01093,3,3,15,27,2017,True,0,unfurnished,5.1,True,True
10694,l01094,4,2,10,33,2000,False,0,unfurnished,2.74,True,True
10695,l01095,2,1,19,40,2008,False,0,semi-furnished,4.01,True,False
10696,l01096,5,1,11,29,2020,False,0,furnished,1.62,False,True
10697,l01097,1,1,3,16,2007,True,0,semi-furnished,1.65,True,True
10698,l01098,1,2,5,38,2016,False,0,furnished,1.58,False,False
10699,l01099,5,3,25,34,2002,False,0,furnished,4.28,True,True
10700,l01100,4,1,13,26,2021,False,0,unfurnished,6.3,False,False
10701,l01101,3,2,19,19,1999,True,2,semi-furnished,3.52,False,True
10702,l01102,1,4,0,32,1995,False,0,unfurnished,1.44,True,False
10704,l01104,5,4,18,39,2020,False,0,furnished,5.63,True,True
10706,l01106,4,1,11,25,2018,False,0,unfurnished,5.98,True,False
10707,l01107,4,2,24,24,2001,False,0,furnished,6.98,False,False
10709,l01109,2,4,16,31,1995,False,0,semi-furnished,6.89,False,False
10711,l01111,3,1,10,14,2009,False,0,furnished,2.42,False,False
10712,l01112,3,3,9,19,2012,True,1,unfurnished,2.61,True,True
10713,l01113,4,3,12,40,2005,False,0,furnished,0.45,False,True
10715,l01115,3,1,10,34,2023,True,4,furnished,6.29,True,False
10716,l01116,5,4,21,26,2017,False,0,furnished,5.25,False,True
10717,l01117,4,1,1,38,1998,False,0,furnished,5.73,True,True
10718,l01118,2,1,25,27,2015,True,1,unfurnished,1.76,True,True
10719,l01119,2,1,12,22,2013,False,0,semi-furnished,5.78,False,False
10720,l01120,3,2,2,16,2022,True,4,semi-furnished,0.7,False,True
10721,l01121,3,2,4,23,2007,False,0,furnished,4.31,True,True
10722,l01122,4,2,2,19,2002,True,2,unfurnished,4.96,True,False
10723,l01123,1,2,19,24,2014,True,1,furnished,1.21,False,False
10724,l01124,5,4,21,22,2005,True,0,semi-furnished,5.28,False,True
10725,l01125,5,3,1,19,2014,False,0,semi-furnished,6.57,False,True
10727,l01127,1,4,12,31,1995,False,0,furnished,4.18,False,True
10728,l01128,5,2,5,24,2016,True,4,unfurnished,6.24,True,True
10729,l01129,5,3,4,40,2005,False,0,unfurnished,0.67,False,True
10730,l01130,4,2,12,13,2013,True,1,unfurnished,7.91,False,False
10731,l01131,3,2,0,26,2021,False,0,furnished,4.39,True,False
10732,l01132,4,2,14,39,2014,False,0,semi-furnished,4.21,True,True
10733,l01133,1,1,16,36,2022,True,0,unfurnished,3.12,False,True
10734,l01134,5,2,11,18,1995,False,0,furnished,1.6,False,True
10735,l01135,1,4,2,32,2015,False,0,unfurnished,0.34,True,False
10736,l01136,2,2,7,13,2000,True,0,semi-furnished,4.27,False,False
10737,l01137,5,2,0,7,1999,True,2,semi-furnished,6.25,True,False
10738,l01138,5,4,19,31,1997,False,0,unfurnished,3.28,True,True
10739,l01139,1,2,4,40,2015,False,0,semi-furnished,2.23,True,True
10740,l01140,5,3,16,21,2013,True,2,semi-furnished,2.88,True,True
10741,l01141,5,4,1,37,2010,True,3,unfurnished,5.62,False,True
10742,l01142,5,4,17,33,2014,False,0,unfurnished,0.84,False,True
10743,l01143,5,4,14,16,2020,True,0,furnished,5.69,False,False
10744,l01144,3,3,15,18,2018,False,0,semi-furnished,6.35,False,True
10745,l01145,1,2,3,37,2016,False,0,furnished,0.62,False,True
10746,l01146,4,2,19,37,2000,False,0,furnished,7.86,True,False
10747,l01147,1,2,23,38,2008,True,0,semi-furnished,6.69,True,False
10748,l01148,1,2,0,28,2023,False,0,unfurnished,4.82,True,False
10749,l01149,3,1,7,17,1999,False,0,furnished,4.29,True,True
10750,l01150,1,1,25,27,2003,False,0,semi-furnished,1.47,True,True
10751,l01151,3,4,6,33,2005,False,0,semi-furnished,2.11,False,False
10754,l01154,5,2,4,34,2021,True,3,unfurnished,7.68,True,False
10755,l01155,1,2,16,16,2013,True,0,unfurnished,3.68,False,False
10756,l01156,3,3,16,27,2014,True,3,furnished,2.53,False,False
10757,l01157,1,1,1,30,1995,True,3,semi-furnished,2.83,False,True
10758,l01158,2,1,18,19,1996,False,0,unfurnished,3.47,True,True
10759,l01159,5,4,2,29,2013,True,2,unfurnished,0.46,False,False
10760,l01160,3,1,11,16,2022,False,0,furnished,4.12,False,True
10761,l01161,1,4,18,39,2001,False,0,semi-furnished,0.25,False,False
10762,l01162,5,2,12,24,2010,False,0,semi-furnished,4.94,False,False
10763,l01163,4,1,3,16,2014,True,0,furnished,1.69,True,False
10764,l01164,5,4,3,16,2001,False,0,semi-furnished,7.56,False,True
10766,l01166,3,2,6,34,1995,False,0,unfurnished,7.08,True,True
10767,l01167,5,1,3,24,1997,False,0,semi-furnished,7.12,False,False
10768,l01168,5,2,25,27,1995,True,2,unfurnished,1.79,True,True
10769,l01169,3,1,9,35,2019,False,0,semi-furnished,7.33,True,True
10770,l01170,4,2,0,24,2005,True,3,unfurnished,7.57,True,True
10771,l01171,1,3,4,6,2008,False,0,unfurnished,5.39,True,False
10773,l01173,3,2,18,27,2012,True,4,semi-furnished,2.51,True,True
10774,l01174,1,2,17,31,1999,False,0,unfurnished,0.74,False,False
10775,l01175,5,1,9,11,2013,False,0,unfurnished,7.4,True,True
10776,l01176,4,1,17,19,2019,False,0,semi-furnished,7.51,True,True
10777,l01177,2,1,20,37,2000,True,0,furnished,7.58,True,False
10778,l01178,3,3,16,28,1999,True,3,furnished,3.16,False,True
10779,l01179,2,3,16,37,2012,False,0,semi-furnished,7.07,False,False
10780,l01180,3,1,24,36,2009,False,0,furnished,2.19,True,False
10781,l01181,5,2,1,9,2023,False,0,semi-furnished,3.12,False,True
10782,l01182,1,1,9,14,2005,False,0,unfurnished,2.93,True,True
10783,l01183,2,3,8,12,2002,False,0,semi-furnished,4.5,True,True
10784,l01184,3,4,16,24,2006,True,2,semi-furnished,4.22,False,False
10786,l01186,4,3,15,23,2016,False,0,semi-furnished,5.24,True,True
10787,l01187,2,3,18,34,2002,True,2,unfurnished,1.12,True,False
10788,l01188,1,3,3,22,1997,True,0,unfurnished,5.89,True,True
10789,l01189,5,1,15,33,1998,False,0,furnished,0.99,False,True
10790,l01190,2,3,4,5,2001,False,0,semi-furnished,7.08,True,False
10791,l01191,2,4,5,25,2006,True,4,furnished,4.38,False,False
10793,l01193,4,4,14,39,2002,True,3,semi-furnished,1.16,True,False
10794,l01194,4,1,3,35,2004,True,3,semi-furnished,7.85,True,False
10795,l01195,2,4,24,25,2004,False,0,unfurnished,5.15,False,False
10796,l01196,4,3,6,24,2020,False,0,furnished,5.65,True,True
10797,l01197,3,2,8,10,2009,True,3,semi-furnished,4.44,True,False
10798,l01198,2,4,19,28,1999,True,1,semi-furnished,4.47,False,False
10800,l01200,2,4,6,32,2000,False,0,furnished,3.56,False,True
10801,l00001,1,2,14,15,2015,True,4,semi-furnished,7.62,False,False
10803,l00003,1,2,0,37,2011,True,3,furnished,7.1,True,False
10804,l00004,2,4,1,5,2022,False,0,semi-furnished,7.6,True,False
10805,l00005,1,4,6,37,2012,True,4,furnished,0.6,False,False
10806,l00006,4,2,6,40,2003,True,4,furnished,7.58,False,True
10807,l00007,5,1,1,20,2021,False,0,furnished,6.18,False,True
10808,l00008,2,1,8,21,1997,False,0,furnished,2.0,True,False
10809,l00009,1,1,0,37,2015,True,3,semi-furnished,3.59,True,False
10810,l00010,4,4,7,23,2021,False,0,unfurnished,7.65,True,False
10811,l00011,2,2,23,35,2020,False,0,unfurnished,3.09,True,True
10814,l00014,1,2,1,19,1997,True,1,furnished,2.68,False,False
10815,l00015,4,1,11,40,2018,False,0,unfurnished,0.8,False,False
10816,l00016,1,1,7,11,2002,False,0,unfurnished,1.3,True,False
10820,l00020,1,3,11,17,2023,True,0,unfurnished,3.9,False,False
10821,l00021,2,2,21,40,2019,True,4,semi-furnished,6.95,False,False
10823,l00023,4,4,13,13,1996,True,2,semi-furnished,5.19,True,True
10824,l00024,2,2,25,26,2023,False,0,unfurnished,7.37,False,True
10825,l00025,3,1,0,23,2005,False,0,unfurnished,2.33,True,False
10827,l00027,5,3,24,35,2000,True,3,unfurnished,0.96,False,True
10828,l00028,5,3,6,10,2021,True,0,semi-furnished,1.29,False,False
10829,l00029,1,2,12,21,1995,True,2,unfurnished,0.58,True,False
10830,l00030,2,1,16,19,2016,False,0,furnished,1.89,False,False
10831,l00031,1,2,2,17,2000,True,4,unfurnished,0.49,False,False
10832,l00032,2,4,3,13,2001,False,0,semi-furnished,3.93,True,False
10833,l00033,1,4,11,23,2012,True,2,semi-furnished,1.99,False,False
10834,l00034,1,2,3,5,1999,True,3,semi-furnished,3.86,False,True
10835,l00035,1,2,7,30,1999,True,0,semi-furnished,2.57,False,True
10836,l00036,5,1,5,27,2007,True,1,unfurnished,3.84,True,False
10837,l00037,4,4,13,26,2017,True,3,furnished,2.94,False,True
10839,l00039,3,3,8,21,2005,False,0,semi-furnished,5.79,False,False
10840,l00040,2,3,18,30,2007,True,3,semi-furnished,0.74,False,True
10841,l00041,1,4,20,35,2003,True,3,semi-furnished,3.65,False,False
10842,l00042,5,1,21,35,2015,False,0,unfurnished,0.74,False,False
10843,l00043,2,1,5,6,1996,False,0,furnished,4.98,True,False
10844,l00044,1,1,19,26,2008,True,1,unfurnished,7.66,True,False
10845,l00045,2,4,15,25,2000,False,0,furnished,2.84,True,True
10846,l00046,3,4,13,21,2002,False,0,unfurnished,6.29,True,True
10847,l00047,1,1,20,30,2008,False,0,furnished,5.69,True,True
10848,l00048,5,2,21,24,1996,True,4,furnished,0.89,True,False
10850,l00050,3,4,3,25,1997,False,0,furnished,0.69,True,False
10851,l00051,3,2,18,37,2010,True,4,unfurnished,6.84,True,True
10852,l00052,5,4,0,39,2011,True,3,unfurnished,7.21,True,False
10853,l00053,3,3,13,22,2019,True,2,semi-furnished,4.66,False,True
10855,l00055,4,2,6,39,2001,True,1,semi-furnished,4.19,True,False
10858,l00058,5,4,11,38,2018,False,0,furnished,5.54,True,False
10859,l00059,3,2,19,32,2000,False,0,semi-furnished,3.64,True,False
10860,l00060,2,4,8,32,2017,True,2,furnished,0.34,False,True
10861,l00061,5,4,8,39,2012,True,2,furnished,4.28,False,True
10862,l00062,4,4,8,23,2018,False,0,semi-furnished,2.99,True,False
10864,l00064,2,2,12,15,2011,True,1,unfurnished,5.35,False,False
10865,l00065,1,2,12,28,2003,False,0,unfurnished,1.89,False,False
10866,l00066,5,1,19,40,2014,True,0,furnished,2.93,True,True
10867,l00067,5,1,2,6,2003,False,0,unfurnished,6.26,True,False
10868,l00068,1,4,25,27,2010,False,0,furnished,1.9,True,False
10870,l00070,1,4,0,28,2013,False,0,furnished,7.46,False,False
10871,l00071,3,1,6,27,2012,False,0,furnished,3.15,False,False
10872,l00072,1,1,3,22,1998,False,0,unfurnished,4.43,True,False
10873,l00073,1,2,2,32,2016,True,1,furnished,7.96,True,False
10874,l00074,5,4,7,10,2018,True,0,furnished,4.56,False,True
10875,l00075,2,2,11,38,2011,True,0,furnished,2.37,True,False
10876,l00076,3,2,0,11,2007,True,1,semi-furnished,3.89,False,True
10877,l00077,1,2,4,6,2009,False,0,furnished,6.77,False,False
10878,l00078,2,2,8,25,2006,True,1,unfurnished,1.45,False,False
10879,l00079,1,2,3,37,2005,False,0,semi-furnished,0.4,False,False
10880,l00080,3,4,8,33,1998,False,0,semi-furnished,4.57,False,False
10881,l00081,2,1,5,13,2008,False,0,furnished,3.82,False,False
10882,l00082,1,1,14,33,2006,True,4,furnished,7.67,True,True
10886,l00086,5,2,19,29,2004,True,2,unfurnished,2.5,True,True
10887,l00087,4,4,16,39,2002,True,0,unfurnished,5.85,True,False
10888,l00088,4,4,4,35,2017,False,0,semi-furnished,0.87,False,True
10889,l00089,3,2,8,38,2011,True,0,furnished,7.49,False,True
10890,l00090,2,1,18,22,2012,True,4,semi-furnished,0.67,True,False
10892,l00092,1,4,4,6,2010,False,0,furnished,0.7,True,True
10893,l00093,4,2,8,16,2007,False,0,furnished,7.18,True,False
10894,l00094,5,4,1,26,2001,True,1,unfurnished,0.36,False,False
10895,l00095,2,4,1,16,1999,False,0,semi-furnished,3.22,False,True
10897,l00097,2,4,7,15,2000,True,2,furnished,1.12,False,True
10898,l00098,4,3,18,35,2004,True,2,furnished,2.2,True,False
10899,l00099,4,4,0,32,2014,False,0,semi-furnished,4.47,False,True
10900,l00100,2,3,8,12,2011,False,0,unfurnished,4.02,True,False
10901,l00101,2,3,4,12,2008,True,0,semi-furnished,7.95,True,False
10903,l00103,5,4,7,40,2004,False,0,furnished,5.5,True,True
10904,l00104,3,2,15,16,2003,False,0,unfurnished,4.93,True,True
10905,l00105,4,4,21,34,2005,False,0,semi-furnished,6.51,True,True
10906,l00106,4,3,11,24,2017,False,0,furnished,7.96,True,False
10907,l00107,4,2,1,32,2002,False,0,unfurnished,4.27,False,True
10908,l00108,5,4,11,27,2020,False,0,semi-furnished,5.99,False,True
10909,l00109,3,3,13,19,2013,True,3,furnished,2.71,True,False
10910,l00110,1,4,21,35,2011,False,0,semi-furnished,6.71,True,False
10912,l00112,1,3,1,12,2012,False,0,semi-furnished,1.95,False,True
10913,l00113,3,3,10,38,2020,False,0,furnished,3.76,False,False
10914,l00114,5,3,12,29,2018,False,0,semi-furnished,5.66,False,False
10915,l00115,2,3,20,36,2011,False,0,furnished,1.44,False,True
10918,l00118,3,3,17,36,2005,True,0,unfurnished,6.83,True,False
10919,l00119,4,1,25,26,2018,False,0,semi-furnished,6.05,False,True
10920,l00120,4,4,4,14,2022,False,0,furnished,2.72,True,False
10921,l00121,2,1,1,6,2013,False,0,furnished,2.12,False,True
10922,l00122,5,3,3,14,1998,False,0,unfurnished,2.19,True,False
10923,l00123,2,3,4,29,2006,True,1,furnished,7.84,True,True
10924,l00124,3,4,17,40,2012,True,3,semi-furnished,3.65,False,False
10925,l00125,5,2,9,34,2005,True,0,semi-furnished,4.54,True,True
10927,l00127,1,2,10,17,2018,False,0,semi-furnished,6.29,False,False
10928,l00128,2,3,10,23,2020,False,0,semi-furnished,1.94,False,True
10929,l00129,2,1,4,24,2018,True,4,unfurnished,5.38,True,False
10930,l00130,4,4,0,32,2015,False,0,furnished,7.76,True,True
10931,l00131,3,4,10,28,2017,True,0,furnished,4.92,True,True
10932,l00132,4,2,18,24,2014,False,0,unfurnished,5.48,False,True
10933,l00133,5,3,1,24,2012,False,0,semi-furnished,1.8,False,False
10934,l00134,3,1,25,37,2007,True,4,semi-furnished,6.98,False,True
10936,l00136,5,1,9,30,1996,False,0,furnished,2.97,True,True
10937,l00137,2,2,1,28,2023,False,0,unfurnished,1.4,True,True
10938,l00138,5,1,7,38,2022,False,0,unfurnished,4.97,True,True
10940,l00140,2,1,21,39,2005,True,4,furnished,0.44,False,False
10941,l00141,2,2,17,39,2005,False,0,semi-furnished,7.99,False,True
10942,l00142,4,1,14,21,2003,False,0,furnished,1.73,False,False
10944,l00144,3,4,3,7,2002,False,0,unfurnished,2.26,True,True
10946,l00146,1,2,11,25,2017,True,4,semi-furnished,4.39,False,True
10947,l00147,4,4,0,16,2023,False,0,semi-furnished,7.21,False,False
10948,l00148,4,1,14,14,2002,True,4,semi-furnished,3.1,True,True
10950,l00150,5,3,13,21,1999,False,0,furnished,4.82,False,True
10951,l00151,4,1,21,32,2012,True,0,furnished,5.22,False,True
10952,l00152,1,1,9,9,2002,False,0,unfurnished,6.93,False,True
10953,l00153,1,4,4,6,2011,True,4,unfurnished,6.87,False,False
10954,l00154,4,2,8,30,2002,True,1,furnished,1.04,False,True
10957,l00157,1,4,4,11,1995,False,0,semi-furnished,3.9,False,True
10958,l00158,3,3,22,27,2020,True,2,furnished,2.77,True,False
10959,l00159,4,1,9,17,2022,False,0,unfurnished,7.68,True,False
10960,l00160,5,3,5,16,2016,True,1,unfurnished,1.25,False,False
10961,l00161,2,2,3,29,2008,True,0,unfurnished,4.61,False,True
10962,l00162,4,3,6,12,2007,False,0,semi-furnished,2.96,False,False
10963,l00163,1,3,0,10,2020,False,0,unfurnished,7.31,False,False
10964,l00164,2,1,10,24,1998,False,0,unfurnished,5.71,True,True
10965,l00165,2,3,16,33,2020,True,3,semi-furnished,1.93,True,False
10967,l00167,2,4,1,23,2001,True,4,unfurnished,5.06,False,False
10968,l00168,4,3,20,26,2012,True,1,semi-furnished,4.78,False,False
10969,l00169,1,3,10,27,2011,True,3,semi-furnished,7.64,True,True
10970,l00170,2,4,16,23,2023,False,0,semi-furnished,5.49,True,False
10972,l00172,1,2,21,32,2022,True,1,semi-furnished,1.73,False,False
10973,l00173,3,2,1,22,1999,True,1,semi-furnished,3.46,False,True
10975,l00175,5,2,22,39,1996,False,0,semi-furnished,6.56,True,True
10976,l00176,4,4,8,37,2000,True,1,unfurnished,4.54,True,True
10978,l00178,2,3,12,24,2006,False,0,furnished,0.81,True,True
10979,l00179,5,1,4,33,2010,True,1,furnished,4.54,False,False
10980,l00180,2,2,6,29,2021,True,0,furnished,1.2,False,False
10984,l00184,3,3,18,30,2007,True,0,unfurnished,6.42,True,True
10985,l00185,4,1,25,39,2001,True,0,semi-furnished,2.16,False,True
10986,l00186,4,2,23,23,2015,True,0,unfurnished,0.68,True,True
10987,l00187,1,2,5,28,1996,True,2,unfurnished,7.92,True,False
10988,l00188,1,4,11,25,2008,True,1,semi-furnished,6.2,True,False
10989,l00189,3,4,13,40,2000,True,4,unfurnished,0.91,True,False
10991,l00191,3,2,13,24,2022,True,4,furnished,4.42,False,False
10994,l00194,5,1,10,11,2005,False,0,semi-furnished,6.83,False,False
10997,l00197,3,1,13,39,2000,False,0,furnished,4.57,True,False
10998,l00198,1,3,9,11,2010,False,0,semi-furnished,1.99,False,False
10999,l00199,3,1,0,9,2003,True,4,semi-furnished,3.26,True,False
11000,l00200,1,3,2,15,2020,False,0,unfurnished,6.67,True,True
11001,l00201,1,4,8,19,1995,False,0,unfurnished,7.16,False,False
11002,l00202,1,4,15,31,2022,False,0,furnished,1.83,True,False
11003,l00203,4,1,17,36,1999,False,0,semi-furnished,5.99,False,False
11005,l00205,3,1,6,39,2005,True,2,furnished,2.56,True,False
11006,l00206,3,2,5,32,2021,False,0,semi-furnished,4.26,True,True
11007,l00207,5,1,17,21,2017,False,0,furnished,6.39,True,True
11009,l00209,5,2,9,24,2017,False,0,furnished,7.28,False,False
11010,l00210,1,1,13,38,2002,True,1,semi-furnished,4.32,True,False
11011,l00211,1,4,4,25,2020,False,0,unfurnished,4.56,True,True
11012,l00212,3,4,6,35,2015,False,0,unfurnished,6.26,False,True
11013,l00213,5,1,10,37,2010,False,0,unfurnished,5.22,False,True
11014,l00214,2,3,13,14,1997,False,0,unfurnished,3.28,False,False
11016,l00216,1,4,19,35,2017,True,4,furnished,2.04,True,False
11017,l00217,1,4,16,38,2012,False,0,semi-furnished,2.02,False,False
11019,l00219,5,4,8,36,2018,False,0,furnished,3.88,False,False
11020,l00220,3,2,17,37,2003,True,3,semi-furnished,5.38,False,False
11021,l00221,3,3,13,26,2015,True,3,semi-furnished,5.32,False,False
11022,l00222,4,2,18,28,2016,False,0,furnished,3.52,False,True
11025,l00225,3,3,7,10,2004,True,3,semi-furnished,6.29,False,True
11026,l00226,3,4,8,35,2008,False,0,unfurnished,6.04,False,False
11027,l00227,3,2,12,20,2020,True,1,unfurnished,5.8,False,True
11028,l00228,2,1,10,29,2006,True,2,semi-furnished,3.62,False,False
11029,l00229,5,1,4,33,2008,True,2,semi-furnished,2.88,True,False
11030,l00230,5,1,16,16,2005,True,1,semi-furnished,1.83,False,True
11031,l00231,2,1,5,33,2005,False,0,unfurnished,3.07,True,True
11034,l00234,4,3,24,31,2021,True,2,furnished,0.86,False,True
11036,l00236,4,1,16,21,2020,True,1,unfurnished,6.02,False,True
11037,l00237,1,1,9,10,2013,False,0,semi-furnished,2.37,False,False
11038,l00238,4,1,16,33,2004,True,2,furnished,6.53,False,True
11039,l00239,1,4,5,20,2001,False,0,unfurnished,5.26,False,False
11040,l00240,5,3,3,7,2005,True,4,semi-furnished,1.09,True,False
11041,l00241,4,4,16,25,2002,False,0,semi-furnished,3.4,True,True
11042,l00242,2,2,6,18,2011,True,1,semi-furnished,3.88,False,False
11043,l00243,3,2,4,12,2009,False,0,furnished,1.72,False,True
11044,l00244,1,4,9,31,2022,False,0,unfurnished,2.31,True,True
11047,l00247,3,3,18,28,1997,False,0,furnished,7.59,True,False
11048,l00248,1,3,24,24,2019,False,0,unfurnished,3.1,False,False
11049,l00249,4,4,5,40,1995,False,0,unfurnished,5.76,True,False
11053,l00253,3,1,9,22,1997,True,3,semi-furnished,2.04,False,True
11054,l00254,4,4,2,33,2017,True,4,furnished,6.4,False,False
11055,l00255,1,3,16,29,1998,False,0,unfurnished,3.38,False,True
11058,l00258,5,3,11,35,2020,True,4,unfurnished,3.26,True,True
11059,l00259,3,1,8,21,1997,True,4,semi-furnished,7.12,True,False
11060,l00260,2,2,19,23,2008,True,1,semi-furnished,3.74,True,False
11061,l00261,3,3,12,37,1996,False,0,unfurnished,2.83,False,False
11062,l00262,5,1,13,13,2004,True,2,furnished,3.4,False,False
11064,l00264,5,4,25,31,2001,True,0,unfurnished,7.19,True,False
11068,l00268,4,2,0,37,2019,False,0,unfurnished,2.24,False,True
11069,l00269,2,2,1,11,2016,True,3,furnished,2.0,False,False
11070,l00270,3,1,9,14,2014,False,0,furnished,2.17,False,False
11071,l00271,2,3,11,15,2005,True,2,semi-furnished,5.24,False,False
11072,l00272,4,1,6,27,2001,False,0,semi-furnished,2.73,False,False
11073,l00273,5,2,13,20,2005,True,4,unfurnished,6.74,False,False
11075,l00275,1,4,3,29,2012,True,4,semi-furnished,2.75,False,True
11077,l00277,4,4,20,38,2005,True,0,semi-furnished,6.15,False,False
11078,l00278,2,4,10,34,1998,True,1,semi-furnished,6.48,False,False
11080,l00280,4,4,18,37,2000,False,0,semi-furnished,2.28,True,True
11081,l00281,5,4,4,8,2022,True,4,unfurnished,7.76,False,True
11083,l00283,1,3,6,35,2016,False,0,furnished,4.11,True,True
11084,l00284,2,3,0,15,2011,True,1,unfurnished,1.07,False,True
11085,l00285,3,4,3,26,2010,True,4,furnished,1.88,True,True
11087,l00287,3,1,10,17,2019,False,0,furnished,3.12,False,True
11088,l00288,3,3,16,35,2013,False,0,unfurnished,1.0,True,False
11089,l00289,4,4,5,13,1995,True,2,unfurnished,6.27,True,False
11090,l00290,2,2,21,35,2008,False,0,semi-furnished,1.76,False,False
11091,l00291,1,1,20,22,2007,False,0,semi-furnished,2.34,False,True
11093,l00293,4,1,20,28,2008,True,0,furnished,7.04,True,True
11094,l00294,1,1,3,31,2011,True,2,semi-furnished,4.11,True,True
11095,l00295,2,1,10,28,2022,False,0,semi-furnished,4.94,False,False
11096,l00296,1,3,24,31,2017,False,0,semi-furnished,5.49,True,False
11099,l00299,3,3,20,24,1997,True,0,furnished,5.46,True,True
11100,l00300,5,2,21,25,2005,False,0,semi-furnished,3.17,True,True
11104,l00304,2,3,2,32,2017,False,0,unfurnished,5.04,True,True
