listing_id,city,property_type,price,sqft,date_listed,agent_id,latitude,longitude
l00522,new york,townhouse,1511335.9917900586,4589.9958757944,2023-03-13,a0041,32.6413813793,-88.6815471713
l00523,chicago,house,629910.9983537059,1762.0090781096,2024-01-02,a0028,46.2526907611,-89.2644085809
l00524,houston,apartment,1041761.0140719163,4425.0037070739,2023-10-26,a0026,30.580718675,-123.5771687485
l00525,phoenix,townhouse,1240106.006722955,800.9939063861,2024-02-09,a0024,45.8735370081,-123.7616891024
l00526,phoenix,apartment,329364.000950506,2533.0046407326,2023-12-03,a0043,45.9930463542,-94.3227833817
l00527,chicago,house,1456857.0027980278,861.9999254911,2023-10-16,a0042,47.5308264688,-78.6516033351
l00528,houston,condo,1769816.9959755305,4025.9916428118,2023-02-24,a0001,48.9427859866,-104.669840685
l00529,new york,condo,565570.0141036307,4683.0185425044,2024-01-18,a0034,43.4049975663,-101.6736025828
l00530,phoenix,house,1034864.9936042615,3564.0209085465,2023-07-20,a0030,36.5223597409,-88.5999529089
l00531,phoenix,house,823448.9950881408,701.0135497101,2023-09-05,a0007,45.9731961967,-67.9222488884
l00532,chicago,townhouse,280049.9846784325,1449.9962091371,2024-03-01,a0047,43.456922099,-100.766494139
l00533,los angeles,condo,754081.0069789913,3310.007911965,2023-08-22,a0014,35.1199418765,-82.2310589572
l00534,phoenix,townhouse,830438.0044181257,4400.0025878701,2023-02-19,a0029,30.7258519505,-118.6063178081
l00535,houston,condo,240874.0056437347,2959.0050246773,2023-01-23,a0046,33.5130290557,-108.3300043378
l00536,new york,apartment,1880858.998941757,3309.9849487975,2023-11-28,a0007,32.1015603354,-111.4345151056
l00537,los angeles,house,1182117.007646629,1929.0058994786,2023-10-10,a0011,26.0194687948,-123.9575704179
l00538,chicago,townhouse,1068997.012466545,2398.9973554065,2024-02-13,a0026,48.6997100977,-100.193190889
l00539,los angeles,house,1443181.000963477,4040.0038975083,2023-07-22,a0002,34.2105753661,-85.5817473451
l00540,phoenix,house,1042826.9811123648,4017.9982258901,2023-07-19,a0001,30.2213784085,-69.8901715188
l00541,los angeles,house,683731.0037789937,1011.9798092916,2023-10-23,a0007,43.8598465862,-119.8134753364
l00542,phoenix,house,867122.9898221646,3169.9977880537,2023-04-11,a0030,35.012630196,-74.0113994585
l00543,new york,condo,1506561.99138084,4509.0034116393,2023-09-28,a0041,47.6822891956,-97.882366975
l00544,chicago,townhouse,1382006.001518649,3714.9926276246,2023-10-28,a0008,39.7136457769,-115.3049206468
l00545,chicago,condo,1873179.007736996,4249.9948252286,2023-11-13,a0012,48.8033275595,-111.5485768796
l00546,chicago,apartment,1509516.9856217003,1597.0077543892,2023-06-10,a0008,47.6255295568,-87.3191387926
l00547,los angeles,condo,345259.0111796087,1998.9924728046,2023-07-11,a0045,39.5757801335,-95.2715144853
l00548,los angeles,townhouse,977109.9941921764,1628.9906340981,2023-10-22,a0025,30.5332922227,-114.7603441796
l00549,houston,house,1120620.9972718137,4902.0083753908,2023-12-22,a0042,30.2891541816,-114.1801840343
l00550,los angeles,house,1126852.9907115626,2866.022634094,2023-03-13,a0012,43.7136467406,-104.6995104646
l00551,chicago,townhouse,1398995.9915024594,939.0245382814,2024-03-19,a0023,26.3899583146,-68.8011331354
l00552,new york,townhouse,386334.0047024422,2097.9973022026,2024-02-22,a0025,46.1977553918,-71.193116633
l00553,phoenix,townhouse,958015.9858466192,4527.9967993763,2023-08-01,a0046,48.8872403831,-114.9129205118
l00554,houston,townhouse,450754.9906699391,1176.9869412299,2023-10-17,a0002,34.5164418516,-81.0024142762
l00555,los angeles,condo,168565.9946572851,2751.0183469317,2023-04-26,a0035,41.7017747435,-116.0709696309
l00556,chicago,house,1737330.0042683987,4246.0048575882,2023-10-17,a0048,44.5843954314,-111.9820807375
l00557,houston,apartment,1301068.0154495698,1434.9955050229,2023-05-18,a0050,30.3776067146,-93.8561536978
l00558,phoenix,condo,1236747.0106649618,839.9824405636,2024-01-25,a0047,39.2076651292,-91.3525305702
l00559,houston,house,991613.9822901177,1337.9915990294,2024-01-12,a0042,27.1877456184,-74.1126815833
l00560,los angeles,condo,1934609.0156340369,763.990091859,2023-08-19,a0017,31.3579048155,-117.5008274153
l00561,chicago,apartment,1020796.0003755676,1461.0005396741,2024-02-02,a0016,46.325463936,-69.5657916342
l00562,los angeles,condo,1905749.0114370144,4007.0057098781,2023-03-26,a0040,45.7097992431,-78.0637715626
l00563,los angeles,house,1806094.9851370088,2195.0073399216,2024-02-17,a0004,40.72914149,-93.0579702664
l00564,phoenix,condo,1216272.9937815266,2802.0116098484,2023-11-02,a0035,27.096060419,-101.3002052646
l00565,los angeles,condo,1576507.0312498503,2896.9715860588,2023-05-29,a0037,33.9572699771,-109.9329465044
l00566,chicago,apartment,384350.0045850711,3870.9897522485,2024-04-15,a0004,42.3607215721,-96.2367810689
l00567,chicago,house,1570998.0005616797,1586.9880712975,2023-05-08,a0010,26.9416144206,-112.2208152321
l00568,chicago,house,1696925.0082546596,3716.9865246913,2023-09-08,a0010,41.4023952307,-120.6046757761
l00569,phoenix,condo,1416617.995378814,3893.0051625499,2023-07-12,a0029,45.4391678882,-96.2831534533
l00570,new york,apartment,944838.9801083874,4722.9899129243,2024-01-19,a0018,36.5122533574,-90.6368641913
l00571,chicago,townhouse,1123503.0052280088,3180.9867808102,2023-10-25,a0001,44.7891802487,-104.8439214473
l00572,new york,townhouse,1431357.007580039,3433.9883147533,2024-03-11,a0005,41.2732551043,-92.1762384828
l00573,phoenix,townhouse,556822.0050759884,4019.0052871182,2024-02-27,a0014,31.4064635386,-74.0593016196
l00574,houston,condo,777097.0059779895,2823.015573793,2023-06-22,a0036,44.131638116,-86.8065008007
l00575,phoenix,house,1287285.997837989,4475.0217529895,2024-02-08,a0022,45.440736203,-74.6926106824
l00576,new york,apartment,308823.0148793371,4263.9989058457,2023-01-09,a0008,42.0020062807,-76.4648740554
l00577,los angeles,townhouse,1057387.0109754722,505.0120174845,2024-05-05,a0028,41.7487574595,-85.5410634604
l00578,los angeles,house,1949996.9886835632,2971.9782779789,2023-03-23,a0018,39.8495947826,-81.3585085627
l00579,new york,condo,625103.9872348726,1174.997431952,2023-07-10,a0043,28.8112292874,-73.900071356
l00580,los angeles,apartment,931188.009184415,3001.989883806,2024-01-07,a0045,45.9238091752,-123.2997509701
l00581,los angeles,townhouse,1474652.0017469132,1247.003777715,2023-12-27,a0007,44.8190717242,-117.5119691065
l00582,new york,house,1099935.990417477,1138.0063802567,2023-03-09,a0038,33.0429541921,-81.8744814888
l00583,los angeles,townhouse,119475.9934101817,565.9987246234,2023-12-23,a0022,28.8523228559,-77.5401583132
l00584,new york,townhouse,1555487.992133151,1582.0001790921,2023-09-02,a0005,44.9626174765,-95.5650815513
l00585,los angeles,townhouse,287340.0100988304,1339.004734638,2023-02-22,a0021,25.1730728263,-108.3488352099
l00586,chicago,condo,387580.0062979937,3634.9843460868,2024-02-01,a0049,39.8073611626,-68.0965884736
l00587,los angeles,house,243468.9971577252,4845.0154280961,2023-10-16,a0001,40.1589424775,-109.9431807443
l00588,phoenix,house,1022955.0006322248,3376.0013694479,2024-01-05,a0014,40.224600835,-93.6623853273
l00589,los angeles,townhouse,1392005.0196638417,4123.9873890747,2024-03-16,a0014,43.7220974811,-118.7892676189
l00590,new york,apartment,393628.0045014813,1508.0171707641,2023-10-29,a0047,43.2540879382,-93.6067686969
l00591,houston,condo,1000492.995205272,3075.9959881462,2024-02-10,a0009,48.1078244685,-105.1590383881
l00592,los angeles,condo,1451867.0049577805,1190.0232547434,2023-05-08,a0036,40.1906621008,-70.9476346953
l00593,phoenix,condo,1733616.995466705,718.9938136226,2024-03-10,a0043,27.4387208007,-70.6366670412
l00594,chicago,house,1185798.0056367945,4673.9910744995,2023-04-07,a0048,41.5098459297,-121.0598111551
l00595,houston,condo,1455115.992286993,947.0042143562,2024-02-06,a0016,32.225593465,-83.9387758983
l00596,houston,townhouse,336440.0140123381,2473.9889288236,2023-09-13,a0041,26.6023453267,-91.2205976622
l00597,phoenix,apartment,1207897.0124331815,598.0030352138,2023-07-04,a0021,33.2901690373,-88.9805823333
l00598,los angeles,townhouse,1905256.9693868824,3947.0036013918,2023-07-07,a0035,26.1071476259,-74.4372855697
l00599,los angeles,townhouse,1715576.012179757,1096.9859940841,2023-01-09,a0038,48.3671987652,-68.8099151114
l00600,new york,apartment,649842.0102234255,2267.0044652545,2023-01-21,a0004,43.001680335,-117.4559681015
l00601,houston,condo,1418207.9945497324,4603.9688370608,2024-01-28,a0027,43.2011869718,-123.5824944799
l00602,houston,townhouse,272863.0040397594,4894.9891499997,2023-10-03,a0040,25.5269759004,-106.226308039
l00603,los angeles,condo,275314.999802265,3038.0008504371,2023-02-10,a0033,36.7448629754,-80.3311972735
l00604,los angeles,house,1224890.9969927156,3175.989818085,2023-07-20,a0038,41.4076958807,-99.1263099997
l00605,new york,condo,1565228.9917073213,4082.9925202746,2024-01-09,a0016,31.5832924529,-67.1639952332
l00606,new york,house,280800.9949295853,4059.0142593279,2023-03-01,a0030,35.2149322023,-98.8138465865
l00607,phoenix,apartment,748627.9843229307,1937.990284231,2023-03-03,a0001,28.9429902591,-78.89541623
l00608,los angeles,apartment,443581.0207671815,4566.0161817025,2024-05-02,a0023,41.6387935807,-112.1971110677
l00609,phoenix,condo,450146.0164149368,3545.9987366727,2023-03-06,a0048,26.9753567738,-85.5312586451
l00610,chicago,apartment,1717805.9953503483,739.9812457866,2023-06-21,a0028,40.7236514964,-109.149060762
l00611,chicago,apartment,651445.0041495733,1131.0036201954,2023-09-12,a0030,47.8207724123,-116.2302255779
l00612,phoenix,condo,216264.009329608,4592.0105905232,2024-03-15,a0037,35.3691287796,-70.28333906
l00613,los angeles,condo,429901.9862659557,2588.9819909796,2024-01-31,a0007,35.087715521,-87.9705892759
l00614,phoenix,apartment,578998.0105168838,4667.9862179294,2023-01-02,a0003,34.5328523237,-109.1170749465
l00615,new york,house,196429.9947946444,4363.9884414938,2023-07-06,a0025,48.6093668856,-101.2680463766
l00616,los angeles,house,1898276.0020048085,788.9931722627,2023-10-11,a0046,46.4667285858,-111.6550098511
l00617,houston,house,774866.9873627312,2532.9977624989,2023-08-02,a0047,30.1034067677,-123.1913319543
l00618,chicago,condo,1832240.9919780395,1137.9916661334,2023-10-20,a0024,40.6477410254,-103.6318066122
l00619,new york,apartment,476112.0018806028,2327.9971945017,2024-02-16,a0034,45.7357210873,-97.5426454421
l00620,new york,townhouse,244548.9963711199,4309.9889848642,2024-03-19,a0019,48.2564643905,-114.2412714231
l00621,chicago,condo,281163.0055876582,4240.9912759019,2023-01-05,a0024,45.8399673859,-79.9579585054
l00622,los angeles,condo,1282387.9946626227,2989.0141394418,2024-01-14,a0040,43.5017299699,-76.0311882952
l00623,los angeles,townhouse,872325.006665988,4540.9868932896,2024-01-31,a0050,43.2889209448,-88.6797993431
l00624,los angeles,house,415759.983560801,552.0047943489,2024-04-22,a0027,28.140909909,-123.1135820227
l00625,new york,house,1235702.0230363084,3336.9994602397,2023-11-22,a0045,47.1071754886,-89.2227857084
l00626,new york,condo,103066.0038275418,3581.9983939706,2024-03-10,a0048,44.1023582539,-97.0630169364
l00627,chicago,apartment,530323.0081526506,4839.9955686309,2023-05-02,a0027,27.8220123573,-117.7475503495
l00628,houston,apartment,398577.9962970808,2792.0125089613,2023-02-17,a0003,41.4513699193,-100.059015965
l00629,los angeles,townhouse,1569782.0063264575,3550.9879573418,2023-08-23,a0048,29.824988683,-96.5065156715
l00630,new york,apartment,1159957.993802636,1592.9993774064,2023-11-23,a0026,26.5453613714,-91.2574940473
l00631,new york,apartment,1012225.0103610276,1569.9994343124,2023-05-02,a0019,31.4489576466,-78.7321536426
l00632,chicago,condo,1779433.9880205586,3718.9935035833,2023-12-25,a0048,32.4555425323,-98.5942129944
l00633,chicago,condo,1049501.9940615357,2726.9972364142,2023-04-30,a0005,25.2944222082,-120.8015046965
l00634,los angeles,house,1735646.0096378648,1392.0051214967,2023-03-21,a0007,34.4063326315,-97.1791177389
l00635,los angeles,townhouse,1077387.990370361,3072.0039492235,2023-07-28,a0008,39.4056502527,-108.0886879454
l00636,phoenix,condo,1715513.0030392036,2200.0086269749,2023-08-20,a0020,41.6722735145,-75.1177097299
l00637,houston,condo,1887784.0062452964,1482.0088941012,2023-02-16,a0011,43.7176593581,-122.7104224657
l00638,chicago,apartment,550930.9992922522,3185.0091509919,2023-03-17,a0006,36.5274617248,-118.9117687042
l00639,los angeles,condo,930983.9824417518,4706.0022995722,2023-01-26,a0044,30.8003866772,-67.7602620153
l00640,chicago,condo,1819852.0081636629,1923.9878458278,2023-01-16,a0026,28.4199022535,-96.0493651936
l00641,houston,house,298652.9970496945,4284.987626384,2023-02-22,a0009,39.833797587,-84.2399305033
l00642,new york,apartment,229328.9996996909,2320.0011493645,2023-03-08,a0013,38.4395935675,-124.4508820855
l00643,houston,condo,1539243.9950626686,1188.0097435795,2023-10-26,a0038,32.840376478,-94.9579546809
l00644,chicago,apartment,145718.0033123067,1027.997625199,2023-04-12,a0042,27.1163448909,-104.6653572501
l00645,houston,house,292892.9857127949,3215.979482549,2023-03-04,a0003,25.7962359058,-120.4726080498
l00646,houston,apartment,452297.980284013,4047.992000997,2024-02-25,a0047,34.5217000977,-117.299040101
l00647,houston,townhouse,161827.9913779932,3634.9816765875,2023-12-16,a0028,38.6180152827,-85.0136800135
l00648,los angeles,condo,550292.0037333979,2032.9756369292,2023-05-21,a0018,44.2311726193,-113.3828091908
l00649,houston,house,172664.991638444,2513.0024312957,2023-11-28,a0019,29.0131357024,-118.9324355898
l00650,houston,townhouse,1951319.9965708577,4424.0077935264,2023-02-01,a0006,40.280577733,-84.0146157432
l00651,chicago,townhouse,387804.0074140682,3934.0230522657,2023-04-13,a0042,25.7434812,-70.7383975374
l00652,phoenix,house,1422786.98513754,4953.0040155893,2024-02-11,a0002,26.2488804963,-93.6213695535
l00653,houston,condo,1105970.9850270385,4960.0085037453,2024-02-05,a0032,42.0071304072,-74.4849462035
l00654,chicago,condo,914493.9754084168,2714.9914948552,2023-04-03,a0002,42.1248629488,-78.4975129307
l00655,chicago,house,161452.9987506266,2800.9910234253,2023-01-30,a0031,33.1462918115,-77.7460889213
l00656,phoenix,condo,1708184.0037858554,2405.9827066963,2024-05-13,a0011,26.9196337514,-73.074554148
l00657,new york,house,1477543.9991313205,2475.0082676813,2023-05-17,a0035,38.1387646857,-77.6158626407
l00658,new york,house,1307313.0132641937,3681.0090574671,2023-07-01,a0012,35.8589300357,-87.6651378113
l00659,los angeles,house,1342602.989275789,3104.9913327362,2024-02-17,a0048,37.627451816,-82.5578345245
l00660,chicago,apartment,1575247.0056652916,3380.0098412122,2024-04-30,a0037,26.9498266466,-121.498761168
l00661,phoenix,house,1280923.9982887306,2042.0026613902,2024-03-04,a0032,30.9142244638,-115.7275361036
l00662,phoenix,condo,468169.0029595853,4517.0148379469,2023-01-20,a0006,45.934531951,-112.2855449446
l00663,new york,house,1361778.000289163,2292.0023887966,2023-01-11,a0034,48.4110051186,-105.455624639
l00664,houston,apartment,795696.0074742272,2149.9909955287,2024-02-17,a0009,29.3648348098,-79.1945709956
l00665,chicago,house,1782806.0124818983,3150.0064939326,2023-01-31,a0002,40.7972979617,-96.1096167699
l00666,los angeles,house,1723963.9875576168,1407.9957330285,2024-03-09,a0034,38.3191788079,-83.2895822537
l00667,chicago,apartment,883476.0093930856,3740.0144186807,2023-10-28,a0007,30.4794147514,-67.2270299266
l00668,chicago,condo,776547.0090988147,1616.994877713,2024-05-14,a0011,48.4151266713,-87.274305358
l00669,houston,townhouse,1461428.9915623828,3098.998847056,2023-03-31,a0046,29.7855597916,-85.5364931101
l00670,phoenix,condo,568161.9919327648,1936.0092190769,2023-07-13,a0020,26.7396202277,-123.2385821523
l00671,chicago,house,472681.0136914465,514.0160405292,2024-04-30,a0045,31.1875599685,-98.1631928998
l00672,phoenix,townhouse,1884165.9831453587,765.0125127647,2023-04-04,a0039,45.8506223775,-82.8325847222
l00673,chicago,house,1441435.989199273,1352.0138358219,2024-04-24,a0032,42.8389867336,-100.3212544853
l00674,los angeles,condo,1663097.999859106,1137.0072590031,2023-05-02,a0023,33.2994955569,-103.493455799
l00675,chicago,house,1434180.0036567228,1226.0104985869,2024-02-25,a0046,48.7118833049,-122.6558130084
l00676,chicago,townhouse,123897.9985357671,2672.0136900109,2023-04-18,a0016,45.8184478923,-91.4333290756
l00677,new york,condo,638250.0058706758,1385.0029229452,2024-01-04,a0001,35.5311002236,-82.9482621162
l00678,new york,townhouse,1019014.0106145658,3937.0061065392,2024-05-11,a0011,36.6728301829,-74.3386683
l00679,houston,townhouse,1949207.0069186487,3602.0029294497,2023-06-29,a0035,46.6164464839,-100.547591037
l00680,houston,apartment,1838133.989335384,4427.0174492532,2024-02-08,a0037,31.6365897156,-90.6331589093
l00681,los angeles,house,1046418.0003092872,1102.9840780051,2024-02-14,a0003,46.9065522228,-112.7802078843
l00682,chicago,apartment,768397.000849466,2638.9771350134,2024-05-02,a0007,39.9635884259,-88.3651220634
l00683,new york,condo,456736.0031308882,3574.995995127,2023-03-24,a0047,42.6080469651,-117.3839333589
l00684,new york,apartment,808733.0002479947,4454.0218222777,2023-12-27,a0002,42.1773897953,-72.2814416821
l00685,houston,house,1373637.0008014876,4055.9967298533,2023-03-22,a0004,29.3219400032,-111.2256778303
l00686,new york,condo,531069.9886242837,2056.0164064733,2023-07-29,a0045,48.3230654756,-114.5146516017
l00687,phoenix,condo,1485373.9880846855,2806.0093892981,2023-06-02,a0016,45.5050949567,-96.4450165995
l00688,new york,apartment,923974.9970629858,4521.0021187479,2023-03-20,a0004,30.9410259318,-74.5002562605
l00689,chicago,apartment,996754.0049820438,1216.9910100265,2023-05-31,a0043,35.6958953568,-95.145067163
l00690,phoenix,townhouse,518747.997576,1294.0238315456,2023-01-14,a0014,33.6229893287,-90.6186184996
l00691,los angeles,condo,271832.0089773553,4378.9977711322,2024-03-08,a0008,28.9086530569,-102.3003954189
l00692,chicago,townhouse,1087642.0033019234,4505.9960580554,2024-04-03,a0043,48.2541217095,-110.0172973702
l00693,chicago,apartment,1446090.9930474292,4956.989530177,2023-07-18,a0012,40.7437456828,-106.131272008
l00694,chicago,townhouse,874691.0077267082,2027.9981799419,2023-08-17,a0003,43.5655848106,-117.4168381322
l00695,chicago,townhouse,1075297.015555766,2657.0107485466,2023-04-26,a0018,48.268950431,-98.6769590173
l00696,phoenix,apartment,416942.9973780626,1292.0199825526,2023-02-13,a0043,30.6497199836,-120.7153940251
l00697,chicago,townhouse,1686405.004739343,2362.9988896406,2023-10-11,a0004,29.0747946286,-94.8521519873
l00698,houston,townhouse,1223054.992839747,4388.9979296124,2023-10-21,a0016,33.1073695744,-76.9208017989
l00699,houston,condo,265580.0143298664,3734.0132420114,2024-04-07,a0046,35.3612656217,-110.5926559427
l00700,new york,house,352249.0074895712,4178.0144658505,2023-03-30,a0011,39.8090618848,-84.0223409748
l00701,los angeles,house,364631.0184494318,848.9983466078,2023-08-05,a0006,29.0135188506,-115.284613506
l00702,houston,house,1825040.985640488,1711.003259816,2024-03-03,a0039,25.9076202566,-82.3109022977
l00703,chicago,condo,1624845.0165444445,1048.0067582079,2023-02-14,a0025,40.9342469627,-97.4417427577
l00704,phoenix,townhouse,1257741.0106303398,3170.9899094135,2024-03-14,a0018,45.2639178003,-78.2734548169
l00705,phoenix,townhouse,1931790.985964931,601.0033153014,2024-02-07,a0045,39.0494899752,-74.647374521
l00706,phoenix,townhouse,335969.0074995843,3894.994785932,2023-03-18,a0010,29.939305761,-118.5106395572
l00707,phoenix,apartment,321532.005905099,1327.0102600658,2024-02-07,a0019,31.4783419871,-121.6839637546
l00708,phoenix,condo,1941075.9907859548,3866.0010504376,2023-05-16,a0025,37.7582880237,-70.6738197498
l00709,houston,townhouse,178570.9862549553,1909.9887977461,2023-05-22,a0026,25.9399828698,-117.9058881439
l00710,los angeles,townhouse,181332.0057687589,3741.9869748458,2024-03-31,a0022,35.8430522221,-70.824153887
l00711,los angeles,apartment,1663949.9967039274,4392.0074462495,2024-04-16,a0018,32.5880682988,-95.5763619218
l00712,chicago,apartment,808556.0036172962,2981.9966714735,2023-06-09,a0018,25.9962022864,-116.4083348943
l00713,houston,apartment,1922214.999721618,2366.9997794586,2023-03-10,a0020,48.6762536577,-69.0169078231
l00714,houston,condo,665013.9876266961,3914.0057550511,2023-11-06,a0042,25.11438214,-69.7916460638
l00715,new york,house,1026345.9939238696,2230.9972373546,2024-04-12,a0027,40.338550513,-74.6645590226
l00716,houston,condo,1821797.9899658265,960.0049635368,2023-09-21,a0011,35.9259472554,-95.1076025532
l00717,new york,condo,1588074.0058507295,4651.0177385533,2023-07-26,a0009,36.7324515126,-86.3298641317
l00718,phoenix,apartment,464353.0083095263,2079.00831506,2024-03-24,a0013,28.3491825547,-123.2631749237
l00719,new york,house,169355.0079636365,4238.9868073347,2023-01-26,a0024,32.3875663661,-84.1305358792
l00720,los angeles,condo,872488.9982407371,4302.0014843325,2023-09-16,a0026,29.8348574281,-85.9423466743
l00721,new york,apartment,607379.9926356566,3550.9935047007,2023-09-08,a0039,48.2669978739,-119.5456496717
l00722,houston,house,1925529.9920087135,4386.9953185227,2023-10-28,a0036,41.1489633291,-99.28085747
l00723,chicago,condo,442912.0099962896,2617.9935710038,2024-01-19,a0045,45.8644306585,-114.7030842902
l00724,new york,condo,157567.0166162678,3666.0016188908,2023-01-26,a0011,41.6292268956,-76.4058897956
l00725,phoenix,house,1897491.9987186985,2312.9990400612,2023-11-28,a0015,47.6797885217,-85.3753556329
l00726,los angeles,condo,1466476.9976820736,3853.9992258124,2023-09-20,a0002,36.919625046,-89.1800791896
l00727,new york,townhouse,377482.0039120696,1917.9841244231,2023-11-04,a0001,45.8541777998,-91.9052328809
l00728,los angeles,condo,1375789.0127753213,3001.9976788854,2023-12-31,a0046,25.745347069,-70.9963691526
l00729,chicago,townhouse,1977962.9853973167,3584.0076811774,2024-03-12,a0023,41.5448725758,-85.7515101993
l00730,houston,condo,557617.0153216562,4322.9978039873,2023-06-04,a0044,30.167157939,-86.7720194851
l00731,phoenix,townhouse,1325757.999363775,1337.9926530528,2023-01-04,a0033,34.4466996333,-87.2242933021
l00732,chicago,condo,725948.9925332989,1384.9864635306,2023-09-04,a0005,27.5620443986,-86.8327759071
l00733,chicago,condo,1443424.005035856,3162.9875540188,2024-03-17,a0018,48.9763902982,-122.1965810915
l00734,chicago,condo,495018.9984112955,1727.9931597522,2023-09-22,a0049,48.4472510933,-101.396625493
l00735,los angeles,apartment,1789107.9929872078,3810.0079002685,2023-12-05,a0021,45.9027152197,-79.6405077203
l00736,los angeles,apartment,1474474.023354293,4574.0002912126,2023-06-01,a0017,38.5955637723,-82.1694366576
l00737,houston,townhouse,914270.9986604924,789.0034042686,2023-10-26,a0046,46.0909679553,-101.5525443816
l00738,phoenix,house,819672.9968279736,2321.0068557219,2023-12-18,a0035,32.8523141344,-86.2516879075
l00739,houston,condo,1163916.0046791516,2959.0058863188,2024-03-08,a0011,44.3745723365,-80.7718401774
l00740,phoenix,house,716109.00071128,1298.9950491335,2023-08-30,a0009,44.1467869471,-99.7437763348
l00741,chicago,house,1525459.9946775462,3249.0104324408,2023-12-02,a0006,44.6454870408,-118.0408216348
l00742,los angeles,condo,568352.0032569745,3015.0046692225,2023-08-04,a0022,38.0623795714,-124.6569920918
l00743,chicago,condo,1328029.9947588542,2907.9993157931,2023-08-26,a0008,32.8068987804,-103.7547670854
l00744,houston,apartment,1916958.00947882,1083.0069595445,2023-08-30,a0013,34.5005276413,-84.6676549148
l00745,phoenix,apartment,1919274.011755092,3626.0045148391,2023-09-29,a0020,34.3408988221,-98.9831559814
l00746,houston,apartment,1926303.006537526,1734.9933075319,2023-03-12,a0013,30.7178638756,-103.3448416071
l00747,chicago,townhouse,1294125.0123783876,4248.0004896231,2023-03-15,a0021,30.4629545228,-120.7470428487
l00748,los angeles,apartment,1122531.0026086045,3224.0022196839,2023-11-20,a0012,39.4784058299,-86.2436502297
l00749,chicago,apartment,109884.0105851984,4203.0061142628,2023-05-21,a0014,39.8702268395,-98.1109089519
l00750,los angeles,house,1126717.0146382705,1221.0026660676,2023-03-08,a0040,34.0978563107,-74.9320363429
l00751,houston,townhouse,945977.0019851872,4014.0006101929,2024-05-09,a0031,37.4749645801,-97.1822205708
l00752,houston,apartment,179115.005528099,4872.0060617126,2023-04-13,a0047,25.621035686,-105.2145111583
l00753,chicago,apartment,1970672.003957216,3139.0085524156,2024-01-23,a0034,34.1180654237,-101.8801479063
l00754,los angeles,apartment,1519242.996685856,532.9928287384,2023-11-17,a0047,38.9366295811,-94.0355656803
l00755,los angeles,house,1554425.9969995802,3319.9960634942,2023-06-09,a0009,39.5919386629,-80.6374101572
l00756,new york,townhouse,1155572.991335123,3006.986037577,2023-03-27,a0005,44.5145665383,-83.3415239254
l00757,new york,condo,709910.0090815873,4234.0132319985,2024-01-08,a0034,47.9351032103,-123.9319766142
l00758,phoenix,condo,1009460.9938222184,1596.0016233574,2023-06-25,a0032,29.7040874907,-124.5754161109
l00759,chicago,house,445784.9959654475,3804.0075966658,2023-01-10,a0015,40.5295920548,-72.9260173683
l00760,los angeles,house,542898.0073647515,679.0123718861,2023-10-29,a0033,30.8347601054,-71.2335779543
l00761,los angeles,apartment,868797.0064274963,805.996874207,2023-07-12,a0041,26.4418470775,-70.8010182054
l00762,chicago,apartment,1345548.9965604758,891.9901935463,2023-12-05,a0007,33.4428467679,-119.10598858
l00763,new york,apartment,1546509.9873139537,1448.0074883164,2023-08-02,a0029,36.6671392687,-110.0992416754
l00764,houston,apartment,1247733.987838448,2570.0012652705,2023-08-31,a0045,31.8267135284,-107.1562599715
l00765,los angeles,house,1557923.008318192,575.9884190041,2023-06-04,a0027,44.271972336,-93.7215034258
l00766,new york,condo,1406100.9908197855,1623.000075461,2023-08-03,a0007,32.4747739371,-89.6079232926
l00767,phoenix,apartment,692879.0078595893,1433.0064248281,2024-02-06,a0007,42.1854887134,-109.2049491961
l00768,houston,house,1377169.0021670014,2136.008629777,2024-02-03,a0017,34.9237022032,-117.9243997521
l00769,phoenix,house,850616.0092422318,3856.0023974773,2023-06-01,a0011,29.3310382157,-85.4851900401
l00770,new york,townhouse,535564.9924871171,4436.9930428472,2023-06-19,a0016,29.3589057283,-94.5443479169
l00771,new york,apartment,1508515.997821428,1229.0041878552,2024-04-09,a0008,42.0179612342,-118.8026196289
l00772,phoenix,townhouse,412778.0141461327,1236.9987321641,2024-02-04,a0033,38.6221021009,-110.1256412061
l00773,new york,apartment,1997459.0077469803,2595.9943944417,2023-11-26,a0015,48.1073629546,-96.9542019893
l00774,houston,condo,653909.9980841337,4302.9988724449,2023-01-26,a0007,44.3692166207,-93.1024255855
l00775,los angeles,apartment,1887294.9972404076,2879.9894470951,2023-07-04,a0044,26.030078368,-88.2663402191
l00776,chicago,townhouse,1648831.001769839,1448.995312883,2023-02-18,a0049,47.8323592769,-90.1158908135
l00777,new york,apartment,1886770.0023156344,1633.0096764892,2023-12-06,a0042,44.6667038353,-73.7277838056
l00778,los angeles,condo,849788.9879600345,4084.997921025,2024-05-04,a0040,30.4836222467,-112.7096997994
l00779,chicago,apartment,881445.0210594954,3307.0018437443,2023-04-04,a0008,39.6579232974,-101.1695006716
l00780,houston,townhouse,1057430.9782529585,2725.9972955247,2024-03-03,a0025,45.1564169812,-72.7916382625
l00781,houston,townhouse,1460728.9879184626,1866.021892053,2023-02-27,a0009,33.4752141289,-111.2660943152
l00782,new york,house,317501.9935242794,3908.0040274568,2024-04-11,a0038,43.7193418649,-109.0844945215
